,CustomerID,Age,Gender,ProductCategory,PurchaseAmount,PurchaseDate
54,1055,42,Female,Clothing,114.24,2024-03-06
55,1056,56,Non-Binary,Clothing,138.51,2024-05-16
56,1057,19,Male,Electronics,119.19,2024-06-08
57,1058,49,Female,Electronics,147.28,2024-01-13
58,1059,22,Male,Books,84.28,2024-06-01
59,1060,25,Non-Binary,Electronics,9.46,2024-01-13
60,1061,33,Female,Sports,140.29,2024-06-18
61,1062,45,Non-Binary,Books,454.59,2024-01-28
62,1063,42,Non-Binary,Toys,36.22,2024-06-16
63,1064,58,Female,Home,49.87,2024-01-06
64,1065,29,Non-Binary,Beauty,41.68,2024-01-13
65,1066,30,Male,Electronics,169.06,2024-06-25
66,1067,57,Non-Binary,Electronics,139.28,2024-01-30
67,1068,58,Male,Books,197.77,2024-04-16
68,1069,43,Male,Home,130.25,2024-04-23
69,1070,36,Non-Binary,Beauty,26.49,2024-04-07
70,1071,33,Male,Sports,140.29,2024-02-01
71,1072,23,Female,Beauty,37.22,2024-05-20
72,1073,31,Male,Electronics,142.09,2024-03-05
73,1074,25,Male,Toys,191.47,2024-05-01
74,1075,36,Male,Toys,138.72,2024-06-28
75,1076,45,Female,Sports,38.31,2024-02-09
76,1077,44,Female,Home,86.68,2024-02-22
77,1078,51,Female,Toys,194.14,2024-06-26
78,1079,48,Non-Binary,Beauty,109.21,2024-06-24
79,1080,39,Female,Home,64.57,2024-06-10
80,1081,56,Male,Beauty,441.31,2024-01-03
81,1082,55,Female,Home,68.98,2024-03-18
82,1083,42,Female,Clothing,26.44,2024-04-17
83,1084,21,Male,Sports,110.14,2024-06-18
84,1085,35,Non-Binary,Beauty,147.09,2024-01-26
85,1086,58,Female,Clothing,67.0,2024-06-18
86,1087,47,Non-Binary,Sports,20.48,2024-05-13
87,1088,56,Non-Binary,Toys,218.34,2024-03-10
88,1089,28,Non-Binary,Toys,68.47,2024-06-08
89,1090,35,Male,Books,49.66,2024-06-04
90,1091,51,Non-Binary,Books,112.68,2024-06-28
91,1092,47,Non-Binary,Toys,31.73,2024-02-05
92,1093,27,Male,Toys,19.35,2024-04-17
93,1094,54,Non-Binary,Toys,616.38,2024-01-27
94,1095,23,Non-Binary,Clothing,11.31,2024-05-10
95,1096,59,Male,Sports,128.02,2024-06-07
96,1097,35,Male,Sports,52.66,2024-01-31
97,1098,49,Female,Books,243.44,2024-03-13
98,1099,24,Female,Home,48.94,2024-01-30
99,1100,21,Female,Clothing,97.94,2024-01-28
100,1101,35,Non-Binary,Toys,106.94,2024-05-07
101,1102,43,Non-Binary,Home,12.17,2024-02-20
102,1103,26,Non-Binary,Home,68.66,2024-06-04
103,1104,26,Male,Books,92.8,2024-02-21
104,1105,54,Non-Binary,Sports,16.19,2024-03-08
105,1106,39,Female,Electronics,312.81,2024-05-13
106,1107,33,Male,Books,83.37,2024-02-21
107,1108,40,Male,Sports,285.73,2024-04-01
108,1109,48,Male,Beauty,29.66,2024-06-29
109,1110,22,Female,Electronics,23.06,2024-04-14
110,1111,18,Female,Toys,223.27,2024-03-16
111,1112,56,Female,Sports,489.45,2024-02-11
112,1113,26,Male,Beauty,172.99,2024-01-11
113,1114,41,Male,Toys,49.11,2024-05-20
114,1115,42,Non-Binary,Clothing,18.53,2024-05-07
115,1116,51,Non-Binary,Books,79.74,2024-02-23
116,1117,53,Female,Clothing,91.96,2024-06-25
117,1118,31,Male,Sports,99.15,2024-05-03
118,1119,53,Non-Binary,Home,137.35,2024-03-25
119,1120,33,Female,Sports,138.2,2024-03-01
120,1121,44,Female,Toys,236.06,2024-01-01
121,1122,46,Non-Binary,Electronics,155.63,2024-01-04
122,1123,56,Female,Clothing,27.06,2024-06-20
123,1124,56,Male,Sports,117.99,2024-01-23
124,1125,41,Female,Beauty,125.11,2024-01-29
125,1126,20,Male,Sports,171.55,2024-05-26
126,1127,25,Male,Electronics,190.81,2024-06-20
127,1128,41,Non-Binary,Electronics,31.51,2024-05-06
128,1129,53,Non-Binary,Home,221.85,2024-02-08
129,1130,24,Non-Binary,Home,76.65,2024-01-24
130,1131,47,Female,Electronics,146.8,2024-05-10
131,1132,23,Non-Binary,Clothing,265.07,2024-01-20
132,1133,28,Non-Binary,Home,95.2,2024-01-26
133,1134,38,Female,Sports,24.63,2024-03-06
134,1135,19,Non-Binary,Toys,84.61,2024-06-13
135,1136,49,Female,Beauty,29.27,2024-02-29
136,1137,55,Female,Toys,33.21,2024-04-26
137,1138,40,Male,Books,139.25,2024-03-16
138,1139,36,Male,Clothing,33.58,2024-03-08
139,1140,27,Non-Binary,Beauty,72.43,2024-04-28
140,1141,53,Female,Clothing,131.17,2024-01-13
141,1142,48,Male,Electronics,129.52,2024-01-26
142,1143,58,Male,Books,268.33,2024-02-14
143,1144,53,Male,Home,28.53,2024-01-11
144,1145,35,Male,Clothing,44.8,2024-03-15
145,1146,30,Non-Binary,Sports,112.45,2024-04-02
146,1147,49,Male,Sports,240.54,2024-06-22
147,1148,43,Non-Binary,Beauty,43.93,2024-03-21
148,1149,52,Female,Home,15.86,2024-04-19
149,1150,39,Non-Binary,Books,171.49,2024-01-30
150,1151,32,Male,Home,27.25,2024-01-25
151,1152,26,Female,Toys,216.45,2024-01-12
152,1153,50,Female,Sports,141.09,2024-01-03
153,1154,20,Non-Binary,Sports,10.38,2024-02-05
154,1155,23,Female,Clothing,128.89,2024-06-18
155,1156,29,Non-Binary,Home,195.94,2024-06-14
156,1157,45,Female,Sports,42.9,2024-02-13
157,1158,57,Non-Binary,Clothing,149.16,2024-03-25
158,1159,28,Male,Books,136.66,2024-04-01
159,1160,45,Non-Binary,Toys,199.27,2024-04-22
160,1161,35,Non-Binary,Electronics,112.07,2024-06-08
161,1162,38,Male,Books,35.01,2024-03-09
162,1163,49,Non-Binary,Sports,45.17,2024-01-24
163,1164,42,Non-Binary,Home,59.93,2024-04-05
164,1165,47,Female,Toys,12.46,2024-03-28
165,1166,32,Non-Binary,Books,37.09,2024-02-16
166,1167,53,Female,Electronics,414.16,2024-01-30
167,1168,31,Male,Beauty,92.01,2024-04-12
168,1169,20,Female,Books,67.03,2024-04-12
169,1170,33,Female,Books,24.52,2024-04-26
170,1171,19,Male,Clothing,30.25,2024-03-10
171,1172,45,Female,Toys,797.98,2024-04-08
172,1173,57,Male,Toys,251.35,2024-06-25
173,1174,52,Non-Binary,Clothing,102.69,2024-05-02
174,1175,59,Non-Binary,Beauty,94.93,2024-04-17
175,1176,47,Female,Home,58.73,2024-06-15
176,1177,50,Non-Binary,Home,94.93,2024-02-12
177,1178,56,Male,Toys,219.54,2024-01-29
178,1179,29,Non-Binary,Toys,68.42,2024-02-03
179,1180,32,Male,Clothing,15.89,2024-06-27
180,1181,52,Non-Binary,Toys,30.48,2024-01-16
181,1182,50,Female,Home,254.7,2024-02-10
182,1183,31,Non-Binary,Clothing,66.05,2024-01-27
183,1184,59,Non-Binary,Home,23.8,2024-04-16
184,1185,50,Non-Binary,Sports,14.02,2024-05-31
185,1186,25,Male,Clothing,775.05,2024-05-03
186,1187,30,Male,Books,86.81,2024-05-25
187,1188,27,Female,Sports,91.22,2024-06-22
188,1189,30,Male,Beauty,581.98,2024-04-22
189,1190,57,Non-Binary,Sports,32.17,2024-02-16
190,1191,19,Non-Binary,Home,164.9,2024-06-05
191,1192,29,Male,Books,110.56,2024-04-07
192,1193,21,Non-Binary,Clothing,6.79,2024-04-01
193,1194,44,Female,Toys,132.95,2024-06-05
194,1195,32,Female,Electronics,143.27,2024-01-08
195,1196,23,Male,Home,149.01,2024-06-24
196,1197,21,Male,Home,697.56,2024-02-03
197,1198,45,Female,Electronics,30.44,2024-05-03
198,1199,44,Female,Books,349.02,2024-05-04
199,1200,24,Male,Sports,162.99,2024-01-29
200,1201,28,Male,Books,608.29,2024-04-15
201,1202,45,Male,Home,46.02,2024-04-22
202,1203,33,Non-Binary,Beauty,274.26,2024-01-12
203,1204,20,Male,Electronics,14.72,2024-01-17
204,1205,46,Male,Books,35.3,2024-03-07
205,1206,41,Non-Binary,Home,163.17,2024-06-16
206,1207,54,Female,Books,36.25,2024-03-21
207,1208,57,Male,Toys,32.77,2024-01-04
208,1209,56,Non-Binary,Home,111.85,2024-06-29
209,1210,25,Male,Home,7.7,2024-06-22
210,1211,30,Male,Electronics,122.31,2024-05-14
211,1212,41,Non-Binary,Home,134.73,2024-05-27
212,1213,44,Female,Books,120.4,2024-05-24
213,1214,44,Non-Binary,Clothing,139.77,2024-02-27
214,1215,27,Male,Clothing,20.86,2024-06-20
215,1216,46,Female,Toys,48.45,2024-03-27
216,1217,27,Non-Binary,Clothing,17.45,2024-05-12
217,1218,44,Non-Binary,Beauty,199.17,2024-05-13
218,1219,28,Female,Sports,19.6,2024-06-25
219,1220,56,Male,Electronics,36.46,2024-06-28
220,1221,59,Non-Binary,Toys,65.31,2024-06-07
221,1222,21,Non-Binary,Electronics,39.59,2024-01-25
222,1223,25,Non-Binary,Toys,170.44,2024-04-20
223,1224,52,Male,Home,116.11,2024-06-18
224,1225,49,Non-Binary,Sports,43.86,2024-03-04
225,1226,56,Female,Home,167.35,2024-05-03
226,1227,47,Female,Electronics,605.53,2024-03-29
227,1228,48,Non-Binary,Electronics,115.46,2024-06-18
228,1229,51,Non-Binary,Books,635.73,2024-06-22
229,1230,52,Female,Beauty,68.18,2024-06-13
230,1231,36,Female,Beauty,159.95,2024-04-08
231,1232,27,Non-Binary,Home,9.0,2024-02-08
232,1233,26,Female,Beauty,313.85,2024-05-22
233,1234,35,Male,Electronics,170.71,2024-06-05
234,1235,41,Male,Beauty,245.44,2024-01-14
235,1236,54,Male,Toys,290.45,2024-01-03
236,1237,22,Male,Electronics,287.4,2024-06-13
237,1238,30,Female,Clothing,68.11,2024-02-10
238,1239,46,Male,Electronics,137.98,2024-05-09
239,1240,26,Non-Binary,Electronics,45.32,2024-04-30
240,1241,23,Non-Binary,Electronics,110.43,2024-05-06
241,1242,38,Male,Books,194.1,2024-02-12
242,1243,39,Non-Binary,Sports,131.5,2024-01-20
243,1244,48,Male,Toys,153.75,2024-05-05
244,1245,24,Male,Books,38.3,2024-03-23
245,1246,45,Male,Electronics,691.98,2024-03-02
246,1247,31,Non-Binary,Toys,26.84,2024-03-25
247,1248,36,Non-Binary,Beauty,302.75,2024-03-12
248,1249,55,Male,Electronics,378.33,2024-01-13
249,1250,59,Male,Clothing,21.27,2024-05-09
250,1251,38,Male,Home,64.58,2024-02-27
251,1252,44,Male,Sports,12.58,2024-05-20
252,1253,51,Female,Home,24.46,2024-06-13
253,1254,43,Male,Beauty,73.14,2024-04-06
254,1255,39,Non-Binary,Books,53.47,2024-04-13
255,1256,36,Male,Beauty,80.86,2024-03-01
256,1257,18,Female,Books,531.73,2024-01-21
257,1258,44,Non-Binary,Electronics,272.15,2024-04-27
258,1259,33,Female,Beauty,58.19,2024-04-23
259,1260,56,Male,Beauty,34.91,2024-05-26
260,1261,33,Non-Binary,Clothing,63.75,2024-04-24
261,1262,22,Male,Clothing,24.43,2024-01-23
262,1263,20,Non-Binary,Beauty,23.07,2024-05-07
263,1264,55,Non-Binary,Electronics,583.75,2024-04-24
264,1265,31,Non-Binary,Books,91.9,2024-03-21
265,1266,42,Female,Beauty,68.0,2024-01-31
266,1267,55,Male,Toys,258.62,2024-05-07
267,1268,29,Female,Home,49.25,2024-06-16
268,1269,50,Female,Clothing,115.25,2024-01-05
269,1270,25,Male,Home,315.35,2024-01-27
270,1271,21,Male,Sports,17.64,2024-04-13
271,1272,42,Male,Home,22.34,2024-04-15
272,1273,51,Non-Binary,Beauty,170.55,2024-01-10
273,1274,36,Female,Electronics,602.21,2024-05-22
274,1275,31,Female,Beauty,176.53,2024-05-20
275,1276,56,Female,Clothing,648.87,2024-01-01
276,1277,54,Female,Electronics,63.27,2024-01-24
277,1278,53,Female,Electronics,145.9,2024-06-03
278,1279,31,Non-Binary,Beauty,110.67,2024-06-07
279,1280,30,Male,Clothing,26.36,2024-06-12
280,1281,38,Non-Binary,Clothing,83.48,2024-03-18
281,1282,53,Non-Binary,Books,234.43,2024-05-10
282,1283,57,Non-Binary,Home,51.43,2024-05-23
283,1284,33,Male,Sports,49.67,2024-02-22
284,1285,46,Male,Sports,13.69,2024-06-16
285,1286,56,Female,Toys,67.75,2024-06-20
286,1287,47,Non-Binary,Home,36.28,2024-04-26
287,1288,27,Female,Sports,40.66,2024-03-28
288,1289,42,Male,Electronics,44.38,2024-04-03
289,1290,42,Male,Electronics,380.27,2024-01-14
290,1291,55,Male,Clothing,82.09,2024-02-27
291,1292,41,Male,Sports,11.54,2024-04-26
292,1293,53,Non-Binary,Books,84.75,2024-03-25
293,1294,57,Female,Sports,193.27,2024-05-23
294,1295,48,Male,Sports,172.93,2024-06-07
295,1296,50,Female,Beauty,77.66,2024-06-02
296,1297,34,Male,Electronics,71.45,2024-05-01
297,1298,27,Female,Electronics,57.85,2024-06-17
298,1299,33,Female,Home,798.78,2024-04-03
299,1300,54,Male,Electronics,13.65,2024-04-25
300,1301,51,Male,Home,72.1,2024-01-30
301,1302,35,Female,Clothing,54.26,2024-01-25
302,1303,38,Non-Binary,Sports,22.98,2024-06-17
303,1304,47,Male,Beauty,150.23,2024-02-26
304,1305,57,Male,Clothing,272.66,2024-01-01
305,1306,22,Non-Binary,Home,83.55,2024-03-28
306,1307,49,Non-Binary,Sports,246.12,2024-03-31
307,1308,50,Male,Beauty,40.86,2024-06-11
308,1309,32,Male,Beauty,121.91,2024-03-15
309,1310,27,Male,Beauty,651.29,2024-05-20
310,1311,56,Male,Toys,116.36,2024-05-13
311,1312,39,Female,Home,21.4,2024-04-05
312,1313,21,Female,Books,185.85,2024-06-28
313,1314,22,Female,Beauty,54.59,2024-01-28
314,1315,24,Male,Toys,85.65,2024-01-12
315,1316,46,Female,Home,24.64,2024-02-12
316,1317,43,Male,Electronics,177.9,2024-05-06
317,1318,28,Male,Books,35.56,2024-02-05
318,1319,27,Female,Home,670.59,2024-04-14
319,1320,42,Male,Electronics,180.07,2024-01-28
320,1321,48,Female,Sports,161.16,2024-03-06
321,1322,19,Female,Books,60.0,2024-06-05
322,1323,47,Female,Electronics,47.05,2024-02-20
323,1324,18,Female,Sports,738.11,2024-02-18
324,1325,58,Female,Books,789.13,2024-01-31
325,1326,44,Non-Binary,Beauty,181.46,2024-04-10
326,1327,37,Non-Binary,Clothing,111.72,2024-02-25
327,1328,43,Non-Binary,Sports,39.63,2024-04-27
328,1329,49,Non-Binary,Clothing,209.18,2024-02-18
329,1330,44,Non-Binary,Books,220.87,2024-03-27
330,1331,23,Female,Toys,76.19,2024-01-28
331,1332,18,Male,Toys,71.7,2024-04-16
332,1333,45,Male,Electronics,195.53,2024-01-12
333,1334,29,Female,Home,41.95,2024-06-11
334,1335,30,Male,Beauty,15.08,2024-06-21
335,1336,19,Male,Beauty,78.25,2024-05-30
336,1337,39,Non-Binary,Toys,168.96,2024-02-01
337,1338,26,Non-Binary,Beauty,148.87,2024-04-25
338,1339,56,Non-Binary,Home,24.7,2024-04-27
339,1340,19,Male,Beauty,493.3,2024-06-17
340,1341,27,Non-Binary,Electronics,98.49,2024-05-30
341,1342,42,Female,Clothing,99.6,2024-05-09
342,1343,37,Male,Beauty,20.2,2024-02-04
343,1344,51,Male,Sports,386.35,2024-05-07
344,1345,57,Non-Binary,Sports,34.26,2024-01-02
345,1346,19,Female,Electronics,90.1,2024-05-15
346,1347,27,Non-Binary,Electronics,407.47,2024-01-13
347,1348,47,Non-Binary,Electronics,108.88,2024-05-21
348,1349,52,Male,Books,11.06,2024-04-20
349,1350,42,Male,Home,315.81,2024-05-29
350,1351,39,Non-Binary,Beauty,47.96,2024-05-03
351,1352,56,Male,Toys,17.42,2024-05-10
352,1353,38,Male,Clothing,45.28,2024-02-15
353,1354,43,Male,Home,45.34,2024-06-26
354,1355,59,Non-Binary,Sports,13.86,2024-05-28
355,1356,50,Male,Beauty,498.3,2024-02-14
356,1357,47,Non-Binary,Electronics,24.39,2024-02-02
357,1358,26,Male,Clothing,155.23,2024-01-27
358,1359,39,Female,Beauty,35.34,2024-04-09
359,1360,30,Male,Toys,108.12,2024-06-17
360,1361,29,Non-Binary,Electronics,170.52,2024-06-02
361,1362,34,Male,Electronics,18.94,2024-06-04
362,1363,41,Non-Binary,Home,572.9,2024-03-23
363,1364,29,Non-Binary,Home,52.65,2024-05-09
364,1365,43,Male,Clothing,69.65,2024-04-08
365,1366,50,Non-Binary,Electronics,80.85,2024-04-17
366,1367,57,Male,Clothing,53.26,2024-06-04
367,1368,28,Female,Books,87.36,2024-06-26
368,1369,30,Non-Binary,Electronics,624.73,2024-03-04
369,1370,37,Non-Binary,Toys,245.34,2024-03-11
370,1371,44,Non-Binary,Toys,121.51,2024-04-11
371,1372,41,Non-Binary,Beauty,173.92,2024-03-28
372,1373,22,Female,Sports,97.23,2024-03-16
373,1374,30,Female,Home,27.45,2024-04-25
374,1375,52,Male,Electronics,115.63,2024-02-04
375,1376,42,Non-Binary,Electronics,121.62,2024-02-05
376,1377,48,Non-Binary,Toys,118.45,2024-04-15
377,1378,31,Female,Home,23.49,2024-06-03
378,1379,57,Male,Beauty,22.09,2024-06-28
379,1380,48,Female,Toys,23.62,2024-05-11
380,1381,59,Female,Electronics,170.91,2024-03-17
381,1382,43,Male,Clothing,195.96,2024-06-28
382,1383,47,Non-Binary,Beauty,98.08,2024-05-20
383,1384,45,Non-Binary,Home,118.32,2024-03-21
384,1385,59,Female,Toys,148.54,2024-05-21
385,1386,58,Female,Toys,211.4,2024-06-10
386,1387,19,Female,Clothing,21.93,2024-02-25
387,1388,19,Male,Toys,186.48,2024-02-21
388,1389,57,Male,Home,37.79,2024-02-23
389,1390,37,Female,Home,56.45,2024-06-08
390,1391,59,Non-Binary,Sports,37.13,2024-03-15
391,1392,19,Non-Binary,Sports,109.84,2024-06-24
392,1393,28,Male,Clothing,71.59,2024-03-29
393,1394,19,Male,Home,176.06,2024-06-21
394,1395,52,Non-Binary,Beauty,81.47,2024-02-03
395,1396,57,Male,Toys,82.45,2024-06-15
396,1397,58,Non-Binary,Home,50.07,2024-02-15
397,1398,54,Female,Clothing,257.23,2024-05-08
398,1399,25,Male,Electronics,44.77,2024-05-18
399,1400,55,Female,Home,88.13,2024-06-26
400,1401,33,Male,Books,69.68,2024-06-12
401,1402,36,Male,Electronics,116.13,2024-03-23
402,1403,32,Female,Electronics,239.01,2024-01-30
403,1404,41,Female,Electronics,36.32,2024-03-31
404,1405,40,Male,Books,29.75,2024-05-23
405,1406,56,Female,Books,200.46,2024-05-02
406,1407,52,Non-Binary,Toys,313.4,2024-05-29
407,1408,46,Non-Binary,Toys,132.97,2024-05-26
408,1409,50,Female,Electronics,8.67,2024-06-19
409,1410,27,Non-Binary,Beauty,47.91,2024-04-16
410,1411,54,Non-Binary,Electronics,9.23,2024-06-21
411,1412,32,Non-Binary,Books,92.17,2024-05-16
412,1413,49,Male,Toys,709.48,2024-03-14
413,1414,53,Non-Binary,Books,29.31,2024-04-18
414,1415,55,Non-Binary,Sports,57.93,2024-01-04
415,1416,38,Female,Toys,35.72,2024-05-13
416,1417,51,Non-Binary,Electronics,37.44,2024-01-28
417,1418,54,Male,Electronics,10.24,2024-01-07
418,1419,22,Male,Toys,49.33,2024-04-07
419,1420,41,Female,Books,59.43,2024-02-07
420,1421,27,Male,Beauty,91.81,2024-01-14
421,1422,29,Male,Books,105.75,2024-06-20
422,1423,49,Non-Binary,Books,81.0,2024-01-15
423,1424,32,Non-Binary,Home,179.06,2024-02-21
424,1425,38,Male,Electronics,62.48,2024-03-09
425,1426,55,Female,Sports,19.71,2024-02-11
426,1427,26,Female,Beauty,55.51,2024-03-14
427,1428,31,Non-Binary,Clothing,527.36,2024-06-23
428,1429,39,Male,Books,159.5,2024-03-05
429,1430,34,Non-Binary,Toys,111.69,2024-02-07
430,1431,38,Female,Home,781.83,2024-01-16
431,1432,45,Male,Beauty,23.58,2024-06-25
432,1433,24,Non-Binary,Beauty,105.65,2024-03-16
433,1434,43,Non-Binary,Clothing,19.69,2024-02-22
434,1435,42,Female,Beauty,40.55,2024-05-18
435,1436,54,Non-Binary,Clothing,43.62,2024-01-09
436,1437,57,Female,Beauty,71.7,2024-04-01
437,1438,30,Female,Clothing,85.37,2024-04-25
438,1439,41,Male,Toys,118.08,2024-01-27
439,1440,33,Male,Sports,106.39,2024-06-06
440,1441,27,Non-Binary,Home,206.37,2024-06-21
441,1442,45,Female,Home,119.6,2024-05-23
442,1443,22,Female,Toys,516.56,2024-02-27
443,1444,41,Male,Beauty,47.09,2024-06-14
444,1445,46,Male,Home,89.38,2024-05-23
445,1446,18,Female,Sports,80.4,2024-04-09
446,1447,31,Male,Clothing,140.21,2024-03-01
447,1448,29,Non-Binary,Electronics,234.55,2024-05-10
448,1449,42,Female,Electronics,93.83,2024-06-27
449,1450,48,Male,Books,130.83,2024-03-14
450,1451,56,Non-Binary,Books,139.78,2024-06-26
451,1452,18,Female,Books,31.55,2024-06-19
452,1453,31,Non-Binary,Books,41.8,2024-01-13
453,1454,53,Non-Binary,Sports,28.95,2024-04-07
454,1455,25,Female,Sports,37.04,2024-04-09
455,1456,34,Non-Binary,Sports,19.75,2024-04-16
456,1457,33,Male,Clothing,63.25,2024-06-24
457,1458,50,Male,Home,74.11,2024-03-21
458,1459,51,Male,Home,48.19,2024-05-21
459,1460,57,Non-Binary,Electronics,102.19,2024-01-14
460,1461,41,Male,Clothing,673.83,2024-01-04
461,1462,58,Non-Binary,Clothing,199.25,2024-03-05
462,1463,20,Male,Beauty,142.16,2024-02-21
463,1464,36,Female,Home,172.15,2024-06-07
464,1465,43,Non-Binary,Sports,19.16,2024-04-23
465,1466,21,Non-Binary,Electronics,56.78,2024-02-27
466,1467,44,Male,Electronics,29.79,2024-06-11
467,1468,49,Female,Books,770.29,2024-06-29
468,1469,38,Male,Clothing,130.33,2024-06-14
469,1470,26,Male,Books,80.44,2024-04-04
470,1471,44,Female,Home,8.95,2024-05-30
471,1472,40,Female,Home,10.57,2024-05-19
472,1473,22,Male,Clothing,245.85,2024-06-03
473,1474,58,Female,Books,410.32,2024-02-20
474,1475,58,Male,Clothing,256.21,2024-02-19
475,1476,57,Non-Binary,Home,67.67,2024-03-16
476,1477,22,Male,Electronics,76.69,2024-04-24
477,1478,37,Non-Binary,Books,92.76,2024-02-15
478,1479,18,Male,Toys,257.38,2024-06-23
479,1480,34,Female,Home,22.73,2024-01-20
480,1481,50,Non-Binary,Clothing,203.35,2024-02-17
481,1482,40,Female,Toys,733.9,2024-02-14
482,1483,42,Non-Binary,Electronics,30.33,2024-05-11
483,1484,20,Non-Binary,Beauty,36.6,2024-01-31
484,1485,27,Male,Clothing,28.48,2024-04-06
485,1486,28,Male,Beauty,617.69,2024-01-11
486,1487,41,Male,Toys,100.05,2024-04-19
487,1488,34,Male,Beauty,261.92,2024-03-12
488,1489,29,Female,Sports,46.84,2024-05-22
489,1490,24,Male,Clothing,39.36,2024-03-08
490,1491,22,Male,Clothing,102.03,2024-02-03
491,1492,51,Non-Binary,Sports,195.37,2024-02-11
492,1493,47,Female,Clothing,133.19,2024-05-29
493,1494,21,Female,Home,103.61,2024-03-06
494,1495,51,Non-Binary,Home,78.67,2024-01-02
495,1496,35,Non-Binary,Sports,130.44,2024-03-25
496,1497,24,Male,Electronics,71.09,2024-04-29
497,1498,34,Female,Electronics,50.99,2024-02-09
498,1499,38,Male,Electronics,106.37,2024-01-11
499,1500,29,Non-Binary,Beauty,131.94,2024-02-09
500,1501,54,Male,Sports,159.41,2024-03-23
501,1502,53,Female,Electronics,100.41,2024-06-01
502,1503,36,Male,Toys,563.04,2024-01-14
503,1504,58,Female,Electronics,10.24,2024-06-09
504,1505,45,Male,Beauty,673.44,2024-06-06
505,1506,55,Male,Books,13.46,2024-06-18
506,1507,29,Female,Sports,116.89,2024-03-18
507,1508,27,Female,Beauty,134.89,2024-05-05
508,1509,50,Female,Electronics,190.75,2024-05-26
509,1510,35,Male,Home,89.98,2024-05-20
510,1511,32,Male,Clothing,42.94,2024-04-01
511,1512,23,Male,Electronics,19.11,2024-01-19
512,1513,18,Non-Binary,Beauty,26.27,2024-03-22
513,1514,52,Male,Sports,13.91,2024-05-14
514,1515,36,Female,Toys,145.35,2024-02-26
515,1516,29,Female,Toys,22.32,2024-02-17
516,1517,27,Female,Books,76.84,2024-05-13
517,1518,54,Male,Toys,453.32,2024-01-18
518,1519,25,Female,Home,83.26,2024-05-09
519,1520,43,Female,Clothing,35.79,2024-02-10
520,1521,30,Non-Binary,Electronics,375.35,2024-04-16
521,1522,18,Non-Binary,Clothing,27.88,2024-05-19
522,1523,32,Female,Electronics,686.92,2024-05-17
523,1524,59,Non-Binary,Electronics,134.56,2024-04-13
524,1525,31,Non-Binary,Books,175.07,2024-01-24
